"""tag"",""text"""
"""real"",""#CharlieHebdo killers dead, confirmed by gendarmerie."""
"""real"",""Police say two #charlieHebdo killers have been killed north of Paris. Hostages also released in super market. Coordinated police response"""
"""real"",""#CharlieHebdo gunmen reportedly killed in firefight with French special forces http://t.co/8P6WQrogO9"""
"""real"",""Charlie Hebdo killers are dead. Sources say they are not in Paradise."""
"""real"",""BREAKING: Two brothers suspected of #CharlieHebdo terror attacks in Paris killed, according to reports in France http://t.co/23JyHdGnp7"""
"""real"",""According to AFP ""a number"" of hostages have been freed after police raided supermarket / Hostage in #Dammartin free http://t.co/LdSF5QeCiv"""
"""real"",""Reports: #CharlieHebdo suspects killed http://t.co/rsl4203bcQ"""
"""real"",""LIVE REPORT - Assault in Paris ( #Vincennes ) . Some hostages are  free. http://t.co/umff4LVVJL  #CharlieHebdo http://t.co/tAtUcfI5pc"""
"""real"",""Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/dbIE1GD3Cw"""
"""real"",""The #CharlieHebdo massacre brothers have been killed. Full story here: http://t.co/s7KfpU7vqb http://t.co/jFCrKaZ3DL"""
"""real"",""#CharlieHebdo hostage freed in Dammartin - Kouachi brothers both killed, AFP reports http://t.co/7N7uvClhWY"""
"""real"",""#BREAKING Reports: 2 brothers suspected of Charlie Hebdo attack are dead http://t.co/7tGdSv4fr8"""
"""real"",""AFP: several hostages have been freed at Jewish supermarket in #Paris"""
"""real"",""BREAKING: Police official: Suspects in Charlie Hebdo massacre killed, hostage freed."""
"""real"",""Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/9AwTF3sRYK"""
"""real"",""Breaking: Kouachi brothers dead; hostage freed after raid in Dammartin-en-Goele, says person familiar with matter  http://t.co/FYkXChPD4d"""
"""real"",""#BREAKING Killed Charlie Hebdo suspects came out firing on security forces: source"""
"""real"",""BREAKING NEWS: Killed Charlie Hebdo suspects came out firing on security forces. AFP"""
"""real"",""Reports that several hostages apparently freed at the #Paris kosher grocery http://t.co/7N7uvClhWY"""
"""real"",""Killed Charlie Hebdo suspects came out firing on security forces: source (AFP) http://t.co/f1Z7cBsBhu"""
"""real"",""BREAKING: Hostage taker at Kosher supermarket siege in eastern Paris dead: Le Monde http://t.co/MK4AastvZD"""
"""real"",""#BREAKING Le Monde newspaper says hostage take at Kosher supermarket in #Paris dead. #PorteDeVincennes #ParisTerrorAttacks"""
"""real"",""Several hostages freed at Jewish supermarket in Paris. Photo Thomas Samson #AFP http://t.co/C9ltgMT0Wl"""
"""real"",""Suspected #CharlieHebdo gunmen reportedly came out shooting at police #ParisAttacks http://t.co/kwHPTFi96R http://t.co/hjNezDkaVp"""
"""real"",""Hostage-taker at kosher market in #Paris said to be killed. Mayor confirms 2 brothers killed at separate hostage-taking. #CharlieHebdo"""
"""real"",""#BREAKING Paris supermarket hostage-taker 'neutralised': security source"""
"""real"",""Hostages held at kosher supermarket in eastern Paris seen leaving site following apparent police assault http://t.co/B6ZsJBjzEM"""
"""real"",""Hostage-taker in supermarket siege killed, reports say. #ParisAttacks http://t.co/0jxoozr8mN http://t.co/sY4M9Vox3L"""
"""real"",""French media reports two suspects of #CharlieHebdo attack are killed, and supermarket hostage-taker also killed http://t.co/9OV0KKlxXG"""
"""real"",""Update - PA: gunman holding hostages in #Paris grocery has been killed"""
"""fake"",""Charlie Hebdo became well known for publishing the Muhammed cartoons two years ago"""
"""fake"",""Charlie Hebdo’s Last Tweet Before Shootings http://t.co/9Oa2xAqOcM http://t.co/skJHNEQcn0"""
"""fake"",""Prediction: the #CharlieHebdo massacre will not dent the political class's complacency one iota"""
"""fake"",""10:28am Charlie Hebdo account mocks ISIS leader, wishing him ""good health and best wishes"" http://t.co/9Oa2xAqOcM http://t.co/uYXayKLA7q"""
"""fake"",""If your faith isn't strong enough to cope with satirical poke, it oughtn't be strong enough to induce you to kill. Barbaric #CharlieHebdo"""
"""fake"",""Just arrived at scene of massacre #Paris #charliehebdo http://t.co/bxDwfuqRz8"""
"""fake"",""Police car with bullet holes in front of Charlie hebdo headquarter. Photo  @WilliamMolinie http://t.co/lzQdhJ6kxR"""
"""fake"",""Police car with bullet holes in front of Charlie hebdo headquarter. Photo  @WilliamMolinie http://t.co/k6inhBmGsf"""
"""fake"",""Every newspaper in Europe should publish those cartoons from Charlie Hebdo tomorrow. Every single one."""
"""fake"",""Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this? http://t.co/fkvhfJxPoO"""
"""fake"",""'It's a massacre. There are dead!' employee of Charlie Hebdo tells French media outlet before call disconnects http://t.co/Q27XnP3AS3"""
"""fake"",""If religion — any religion — is off-limits for open debate we are in a very dangerous situation. #Freedomofexpression #CharlieHebdo"""
"""fake"",""#CharlieHebdo published a cartoon of the notorious #ISIS leader last week (They've just tweeted the pic again). http://t.co/YYyxzNaFFb"""
"""fake"",""The right to mock &amp; criticise religion is a key tenet of a free and democratic society, whether it be Islam or Christianity. #CharlieHebdo"""
"""fake"",""French newspaper Charlie Hebdo's last tweet before gunmen attack http://t.co/vsjId0EWRk http://t.co/yJhgbhIXQ6"""
"""fake"",""Today's #CharlieHebdo cover on Houellebecq: ""In 2022 I'll observe Ramadan"" http://t.co/G7zbitA3Cj"""
"""fake"",""#CharlieHebdo. That is all. http://t.co/9zzpYZcAJ8"""
"""fake"",""If this cartoon is why #CharlieHebdo staff have been shot at, all publications should show solidarity and republish http://t.co/LGuUi7dj1u"""
"""fake"",""Solidarity with Charlie Hebdo. http://t.co/gvLp0NwLax"""
"""fake"",""Charlie Hebdo's Nov 2011 CHARIA HEBDO ""guest-edited"" by Muhammad:""100 lashes of the whip if you don't die laughing."" http://t.co/5EzG448CNm"""
"""fake"",""Charlie Hebdo's last cartoon on Twitter: Abu Bakr al-Baghdadi saying ""and especially, health!"" (New Year's greeting) http://t.co/UMEWDeR6z4"""
"""fake"",""Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this? http://t.co/gG5ZCJK9Ac"""
"""fake"",""If the #CharlieHebdo killings are what many think they are, there are dark days ahead for #France and Europe. Everyone will lose."""
"""fake"",""""Love Stronger Than Hate."" All our thoughts with #CharlieHebdo http://t.co/BqRLXRZdJT"""
"""fake"",""This is the #CharlieHebdo cover of Prophet Mohammed that provoked firebombing of its offices http://t.co/hOUA9DrVaK http://t.co/vDj5EGiRRq"""
"""fake"",""Why it's Charlie Hebdo's right to draw Muhammad http://t.co/GlF9dgwFS0 http://t.co/Vkfw5ZbmvC"""
"""fake"",""For those saying we don't yet know who's responsible for #CharlieHebdo killings, yes, you're right, it was probably fundamentalist atheists."""
"""fake"",""Anybody who wants to talk about what Charlie Hebdo might have done to ""provoke"" this should probably shut up, forever."""
"""fake"",""Cowardly attack on Charlie Hebdo's offices. The humourless fanatics can fuck off. Freedom of speech is more important than your feelings."""
"""fake"",""The Guardian has live coverage of the Paris shooting at Charlie Hebdo  http://t.co/M27vO7xFIk"""
"""fake"",""Appalled to hear news of apparent terrorist attack in Paris. My thoughts are with the family and friends of those killed."""
"""fake"",""in support of those that have died today in Paris #CharlieHebdo #freedomwillNeverDie http://t.co/FkkDZXChdt"""
"""fake"",""#Freespeech is a non-negotiable human right. We condemn the appalling attack on Charlie Hebdo, and any attempt to silence the free press."""
"""fake"",""More Charlie Hebdo covers, including ""the life of Mohamed"". These are people willing to kill over a cartoon. http://t.co/VAEnDpBYSu"""
"""fake"",""I'm uneasy with the portrayal of Charlie Hebdo as magazine that ""provokes"". No, it publishes cartoons. People choose how they react to that."""
"""fake"",""Not 1st attack on #CharlieHebdo. Office was firebombed on 2 Nov '11 over controvers. caricature of Prophet Muhammad http://t.co/0wAINRJ1Z7"""
"""fake"",""Paris on maximum alert after #CharlieHebdo attack, officials say as President Hollande arrives at scene http://t.co/MmxR2nmi5R"""
"""fake"",""Paris alert status raised to the highest level with #CharlieHebdo gunmen reportedly on the run http://t.co/xcK8lY9IeR http://t.co/tQuxQ06Q7f"""
"""fake"",""'...but I will to the death defend your right to say it'. #charliehebdo #voltaire http://t.co/oFEHT8Xx3v"""
"""fake"",""VIDEO from the scene of fatal shooting in Paris http://t.co/sL3aG464Lt #CharlieHebdo http://t.co/FLC3mR5C2S"""
"""fake"",""It would go some way as a tribute to those killed at #CharlieHebdo if papers in every democracy published this Thurs http://t.co/CyqwWWWgJh"""
"""fake"",""French president #Hollande says there is no doubt attack on #CharlieHebdo is terrorist attack. http://t.co/Rve1Lp0EXf http://t.co/8LFA5LFSnS"""
"""fake"",""DEVELOPING: Paris on high terrorist alert after #CharlieHebdo shooting - Hollande http://t.co/3Jsosc7yl3 http://t.co/Lvv3J8o6e8"""
"""fake"",""Check this photo via journo @EliseBarthet. Alleged pic of the gunmen facing a police car near #CharlieHebdo offices: http://t.co/eBpt190LD0"""
"""fake"",""We don't know who carried out Charlie Hebdo attack. However if they were Muslims, then they are the enemies of me and most other Muslims."""
"""fake"",""Here are some of the satirical pictures Charlie Hebdo have produced #freespeech #BanIslam http://t.co/m4OaNCf5e0"""
"""fake"",""#CharlieHebdo: Love is stronger than hate. http://t.co/23KHz2OsH3"""
"""fake"",""#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP http://t.co/ZK41w7J7yc"""
"""fake"",""Spread this cover in solidarity with the victims at Charlie Hebdo. Don't let the sword conquer the pen. http://t.co/XVkPPbkLhn"""
"""fake"",""TREND IT #IStandWithFrance http://t.co/7M7PwFJnkz"""
"""fake"",""BREAKING: Astonishing video of the Paris terror attack as it was happening &gt; http://t.co/sglPyWCWhL (via @BBCDanielS ) #CharlieHebdo"""
"""fake"",""We strongly condemn the horrible shooting at #CharlieHebdo. We must all stand up for freedom of speech and expression. @Charlie_Hebdo_"""
"""fake"",""Video of #terrorists attacking Charlie Hebdo HQ in Paris http://t.co/SdniwkJtT1 http://t.co/z6O8IhNjCk"""
"""fake"",""Six days after Charlie Hebdo’s offices were firebombed, their front cover was this. “Love is stronger than hate.” http://t.co/7YInU4Cc00"""
"""fake"",""Shocked &amp; appalled by senseless attack at 'Charlie Hebdo' - London stands with Paris &amp; the people of France against this horrific scourge"""
"""fake"",""BREAKING: French government raises security alert to highest level after deadly attack at magazine Charlie Hebdo. http://t.co/ak9mTVfJdR"""
"""fake"",""Charlie Hebdo, we love you"""
"""fake"",""Our sympathies &amp; prayers are with the victims, their families &amp; the French people.  #Ahmadiyya Muslims totally condemn murder #CharlieHebdo"""
"""fake"",""I don't support the cartoons or language published by publishers BUT #CharlieHebdo attack is indeed ""sickening"". 11 dead in #terrorattack"""
"""fake"",""Freedom of expression should never be an act of bravery. Whoever threatens it is an enemy of all freedom-loving people. #CharlieHebdo"""
"""fake"",""Our thoughts go out out to people at Charlie Hebdo and their families. Senseless violence is never the answer. http://t.co/YGscPqvtYM"""
"""fake"",""France raises national alert system to highest level after attack at Charlie Hebdo HQ http://t.co/TyRyAhzSPP http://t.co/cWYQCmwg0z"""
"""fake"",""I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/Mbn5SiWA7Z"""
"""fake"",""""100 lashes if you don't die of laughter."" Eleven people killed over this. #Paris #CharlieHebdo http://t.co/87cB3mWVAQ"""
"""fake"",""How to respond to the murderous attack on Charlie Hebdo? Every newspaper in the free world should print this. http://t.co/sC2ot63F6j"""
"""fake"",""There is never justification for violence because one is offended by a cartoon. Ever. #CharlieHebdo http://t.co/RhBpC5Iwh9"""
"""fake"",""Worth remembering Jens Stoltenberg's words after Utøya: ""Our response is more democracy, more openness and more humanity"" #CharlieHebdo"""
"""fake"",""#CharlieHebdo Attack. I have just been asked by AlJazeera if CharlieHebdo journalists should apologize (for making fun at Islamists)."""
"""fake"",""At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg"""
"""fake"",""LATEST: At least 11 dead in shooting at French magazine #CharlieHebdo; France raises terror alert to highest level http://t.co/JVRjF5b1lw"""
"""fake"",""#France has a problem (and quite a serious one) #CharlieHebdo http://t.co/H15l2ARF3d"""
"""fake"",""Masked gunmen pictured near #CharlieHebdo offices http://t.co/Zvfj25EnEc http://t.co/qTWhoLqICk"""
"""fake"",""Fact: Most every journalist in India will stand with #CharlieHebdo. But not one publication will reprint their most controversial work."""
"""fake"",""We condemn the attack on #CharlieHebdo Whomever the attackers are, and whatever the cause may be, nothing justifies the taking of life"""
"""fake"",""The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers http://t.co/QeDw4tRoK9"""
"""fake"",""The 2011 issue of Charlie Hebdo, whose cover featured Mohammed. http://t.co/eSflYdFBRH"""
"""fake"",""Map shows where gun attack on satirical magazine #CharlieHebdo took place in central Paris http://t.co/5AZAKumpNd http://t.co/ECFYztMVk9"""
"""fake"",""Quran says: Whoever kills an innocent soul.. it is as if they had killed the entire humanity. #CharlieHebdo #Paris http://t.co/UinZ805MpA"""
"""fake"",""Showing solidarity with the victims is necessary, but not enough. We must insist to coexist, and reject those who don't. #CharlieHebdo"""
"""fake"",""Video has emerged showing the moment gunmen opened fire at #CharlieHebdo's HQ in Paris. http://t.co/ZRSbE9Fc1L http://t.co/tE7KwlhuSN"""
"""fake"",""Parisian doctor: ""Let's all subscribe to #CharlieHebdo...It'll be in my waiting room until I retire."" via @bourmeau http://t.co/3IjTQCk3o7"""
"""fake"",""I wish that all news outlets publish #CharlieHebdo 's cartoons/satire tomorrow on their front pages as a tribute to the dead. RIP"""
"""fake"",""Forget truth, today even satire is unacceptable. #CharlieHebdo"""
"""fake"",""I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo http://t.co/5fzKhE1LdJ"""
"""fake"",""Freedom of speech is a right as much as a cause worth fighting for. Obscurantism is a danger made real today #CharlieHebdo"""
"""fake"",""In reporting the story, the Telegraph has pixilated Charlie Hebdo's La Vie De Mahomet: http://t.co/ElhnzUNr0A http://t.co/jdHLcQBtfp"""
"""fake"",""Headline from #CharlieHebdo this week: ISIS executes Phorphet Mohamed; police chase terrorists http://t.co/4qqVIjLP8A http://t.co/1zJuiZVLf3"""
"""fake"",""Bad bad day for press freedom, freedom of expression and satire. Thoughts with relatives of victims at #CharlieHebdo"""
"""fake"",""I've seen one national newspaper pixelate out the cover of Charlie Hebdo - the self-censorship begins. Terrorists 1, Enlightenment 0"""
"""fake"",""From 2011: France's Charlie Hebdo newspaper has long reveled in the art of provocation http://t.co/etWcBzHpnl"""
"""fake"",""Time to #TakeAStand #IAmCharlieHebdo #CharlieHebdo http://t.co/V9ZUa4VRJy"""
"""fake"",""I'm no fan of #charliehebdo but this is a sickening, terrifying, unjustifiable attack on journalists. My thoughts &amp; prayers with the victims"""
"""fake"",""Between governrment attacks and terrorist attacks, it's hard to be a journalist these days. #Charlie #hebdo"""
"""fake"",""Wide and uncompromising condemnations on Arab Twitter of insane attack on #CharlieHebdo - I hope everyone sees this. Don't focus on fools."""
"""fake"",""I support #CharlieHebdo and a free press. Please RT these cartoons to show a united and dignified defiance. http://t.co/Mc2aOwSHYA"""
"""fake"",""Condolences to staff at Charlie Hebdo &amp; their loved ones. They stood for free speech &amp; paid with their lives.  I stand with #CharlieHebdo"""
"""fake"",""Utterly disgusting. @AlJazeera blaming free speech and Berlin protests for attack on #CharlieHebdo"""
"""fake"",""What we know about the gunmen in the #CharlieHebdo attack: http://t.co/z4xLMmeDl5 (Pic: Gelbard/AFP/Getty) http://t.co/KKtg9fGeba"""
"""fake"",""Sirens on my Paris street. Poor Charlie Hebdo, poor families, poor kids who live here, poor local muslims who will get blame, poor Paris"""
"""fake"",""The attack on #CharlieHebdo is cowardly and senseless.. As a Muslim I am outraged by what happened today. Prayers to the families"""
"""fake"",""Never was it more appropriate to say “F*** ‘em if they can’t take a joke”. Charlie Hebdo an absolute equal opportunity offender of satire."""
"""fake"",""Good backgrounder from The New Yorker from 2012: The Charlie Hebdo Affair: Laughing at Blasphemy http://t.co/LDwDceoxFg"""
"""fake"",""#CharlieHebdo Satire was the father of true political freedom, born in the 18th century; the scourge of bigots and tyrants. Sing its praises"""
"""fake"",""It is speculative, but judging by video &amp; imagery from scene of #CharlieHebdo attack, these gunmen are not amateurs - they look experienced."""
"""fake"",""Journalists, admin staff and police officers among those injured in #CharlieHebdo attack http://t.co/cMsu4ASQjl http://t.co/zqkHLJK5b9"""
"""fake"",""RAW VIDEO (WARNING GRAPHIC): Terror Attack on Charlie Hebdo Paris Headquarters: https://t.co/QZo3WBXHfD via @NomaNescio  #ParisShooting"""
"""fake"",""Killing writers and journalists and cartoonists will not silence them but make their voices louder. #CharlieHebdo"""
"""fake"",""Do not share the video of masked gunmen at #CharlieHebdo offices executing a police officer. It is barbaric &amp; his life should be respected."""
"""fake"",""Attempts to extend blame for this to all Muslims should be treated with the same disgust as attempts to justify the attacks. #CharlieHebdo"""
"""fake"",""#Picture IS terrorist scum executes injured police man in #Paris. #CharlieHebdo http://t.co/wov8G7GL0b"""
"""fake"",""Satirical French magazine #CharlieHebdo attacked by gunmen: latest news report http://t.co/gjTbTOQIMo http://t.co/IIKBOs2Puk"""
"""fake"",""#CharlieHebdo: Nothing can justify attack &amp; those who organised &amp; committed these crimes should be brought to justice http://t.co/eoDTplTQll"""
"""fake"",""As a Muslim, killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo"""
"""fake"",""Oh God my heart is sick at this Charlie Hebdo news. One of the only brave newspapers in the world."""
"""fake"",""In sympathy and solidarity with @Charlie_Hebdo_  #CharlieHebdo http://t.co/W2CBdVJ0k6"""
"""fake"",""When an ideology resorts to murdering satirists, it is publically admitting how weak, insecure &amp; ridiculous it is. #CharlieHebdo"""
"""fake"",""Follow this list for journalists &amp; media outlets covering the attack on #CharlieHebdo magazine in Paris: http://t.co/6njHXoEbq4"""
"""fake"",""Lets play a game. This will be blamed on (a) Racism of Charlie Hebdo (b) Poverty (c) Colonial France (d) Evil of Free Speech"""
"""fake"",""Even for a hardened news man, today's mass shooting at #CharlieHebdo is ferociously shocking - writes @JonSnowC4 http://t.co/AcIzmQcx0a"""
"""fake"",""Attack on #CharlieHebdo:The intl community cannot allow extremists to silence the free flow of opinions http://t.co/1BgO8HRRbf #pressfreedom"""
"""fake"",""#CharlieHebdo in the eyes of #CharlieHebdo http://t.co/v195erxsY2"""
"""fake"",""RT #JeSuisCharlie In support of #CharlieHebdo. http://t.co/EvNntxSRIc"""
"""fake"",""why has daily telegraph pixelated this Charlie Hebdo cover? Shameful  http://t.co/GsU6a91szT"""
"""fake"",""The attack on Charlie Hebdo is likely to radicalize all sides in the debate about Islam and Islamism. That's what terrorists are aiming for."""
"""fake"",""The shooting at French magazine #CharlieHebdo is a hideous attack on free speech, not just in Paris but everywhere"""
"""fake"",""The #CharlieHebdo attack represents possibly the most direct attack by Islamists on Western ideals to date."""
"""fake"",""The extremists will benefit from an escalation, it justifies them. People who just want to coexist are thrown under the bus. #CharlieHebdo"""
"""fake"",""Gunmen in #CharlieHebdo attack are on the loose, ""will (be) chased as long as necessary,"" French President says. http://t.co/zUfxcG3Rfs"""
"""fake"",""Video: #CharlieHebdo's editor tells Al Jazeera why they are a target [2012] http://t.co/EJK2Em0M8R http://t.co/UK970UDPPz"""
"""fake"",""TWITTER.  Charlie Hebdo is a racist publication.  Murderers murdering people are not justified in murdering people. Crazy paradox, I know."""
"""fake"",""This cartoon by Robert Mankoff from The New Yorker Sept 2012. #CharlieHebdo http://t.co/pyQfnV42Su"""
"""fake"",""The events at #CharlieHebdo won’t make me discriminate against Islam. I will remain steadfast in finding all religions equally stupid."""
"""fake"",""Every newspaper should publish a free issue of #charliehebdo so we can all see the reason 12 people have died today. http://t.co/XazdjLCAOR"""
"""fake"",""You can't kill free speech #CharlieHebdo"""
"""fake"",""#CharlieHebdo-an equal opportunity satirical mag in the grand tradition of #France. Long may that tradition continue! #FreedomOfSpeech"""
"""fake"",""#CharlieHebdo because no1 thought allowing 1000s of Euro jihadis to cross to #Syria &amp; get trained &amp; radicalized would have any consequences?"""
"""fake"",""Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd"""
"""fake"",""If you kill men for making fun of your ideas, you need to rethink your ideas. #JeSuisCharlie"""
"""fake"",""""Terror"" in France: Gunmen in #CharlieHebdo attack still at large. What we know so far http://t.co/Jfqmha1GdV (Getty) http://t.co/2QyDcbE7P6"""
"""fake"",""A sad day for France, for journalism, for free speech, and those whose beliefs the attackers pretend to represent  #CharlieHebdo"""
"""fake"",""French media says cartoonist behind original Prophet cartoon is dead #CharlieHebdo via @EricWRandolph"""
"""fake"",""People who have actually died of being offended: 0 People who have died because others were offended: far too many. #CharlieHebdo"""
"""fake"",""Journalists and others using #JeSuisCharlie to express support for freedom of speech after Paris attack http://t.co/OSzSvL3pKy"""
"""fake"",""#CharlieHebdo massacre: modus operandi, efficiency &amp; focus point to jihad returnees, guys trained to kill repeatedly not one-time kamikazes"""
"""fake"",""Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo  http://t.co/SGVZjaUqgV"""
"""fake"",""Stop making excuses for terrorists. #CharlieHebdo tweeted this before Christmas and there'll be no avenging Jesus. http://t.co/BS3Z759LLx"""
"""fake"",""My timeline is full of Muslims condemning #CharlieHebdo attacks - just like the rest of the world."""
"""fake"",""Second thought: Only way to pay respect to those who died is by defending the rights that Charlie Hebdo defended, and in as upfront a way."""
"""fake"",""Before the brutal attacks on #CharlieHebdo, the big news today was Houellebecq's new novel imagining a Muslim president of France in 2022."""
"""fake"",""Here's what we know about the #CharlieHebdo attack so far http://t.co/MUwOzTP7kI http://t.co/b8UzO0Gz5W"""
"""fake"",""Attack on #CharlieHebdo is ""brazen assault on free expression in the heart of Europe"" says @RobertMMahoney http://t.co/K7qmDH22IH"""
"""fake"",""This is not in the name of Islam. These ppl don't represent ANY religion. No matter what they say. Disgraceful &amp; heartbreaking #CharlieHebdo"""
"""fake"",""In reporting the #CharlieHebdo terrorist attack, @Telegraph blurs out the French mag's cover cartoon of Mohammed http://t.co/8SDCsSVlc8"""
"""fake"",""We condemn the attack in #Paris and pray for soonest recovery for the injured and patience to families &amp; people of France. #CharlieHebdo"""
"""fake"",""Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam."""""
"""fake"",""#NATO SG statement on terrorist attack in #Paris, #France  http://t.co/UBFmqktXjC http://t.co/KZCi5UR5fx"""
"""fake"",""No more hand-wringing and fence-sitting. To support #CharlieHebdo and #FreedomOfSpeech we must publish their images. http://t.co/N2M2bzT6ao"""
"""fake"",""#CharlieHebdo: what we know so far http://t.co/7GgpZ4tKlF http://t.co/yMGSiOnl3H"""
"""fake"",""#CharlieHebdo shooting: what we know so far http://t.co/6YUX5mot92 http://t.co/nC9fYCh6qd"""
"""fake"",""Shooting at #CharlieHebdo ""an attack on freedom"", says Dominque Moisi, Parisian political analyst: http://t.co/B3AvGBwp82"""
"""fake"",""World leaders condemn the #CharlieHebdo attack as ""barbaric"", ""sickening"" and ""intolerable"". http://t.co/c05qiB7eIu http://t.co/HaijRrbwlz"""
"""fake"",""Horrific news re Charlie Hebdo. People of huge courage, wit and integrity murdered by people who find those ideas frightening. Awful."""
"""fake"",""Killing innocent people in the name of Islam is much, much more offensive to me than any cartoon can ever be. #CharlieHebdo"""
"""fake"",""Make Fun of Hindu God's #PK = Creativity , Freedom of Expression Make Fun of A Prophet = 12 killed #CharlieHebdo http://t.co/1qQGFtuhO2"""
"""fake"",""#CharlieHebdo massacre: 'Attack will heighten anti-Islamic tensions across Europe' http://t.co/1EBlSuVTWe"""
"""fake"",""Hours before the attack, #CharlieHebdo published a cartoon featuring the Islamic State: http://t.co/Jfqmha1GdV (epa) http://t.co/yeWyZxIdHH"""
"""fake"",""it'll be fascinating to see how all the topical satire shows on British TV respond to the #CharlieHebdo murders. Oh no, hang on..."""
"""fake"",""If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ"""
"""fake"",""Thousands tweeting #JeSuisCharlie in support of #CharlieHebdo. http://t.co/GfdXTw6jgl"""
"""fake"",""If we hate after atrocities like this, we're doing exactly what the perpetrators want us to do #CharlieHebdo"""
"""fake"",""The car used by armed gunmen who stormed the Paris offices of satirical newspaper #CharlieHebdo Photo D. Faget #AFP http://t.co/ZBkDglcBcE"""
"""fake"",""Gunmen responsible for deadly attack on #CharlieHebdo are still on the loose, @fhollande says. http://t.co/sBOkqaRg1Y http://t.co/km88JvZmCa"""
"""fake"",""Pray for the victims. Deadly terrorist attack on French magazine Charlie Hebdo in Paris #FreePress http://t.co/HCEG92Zxtz"""
"""fake"",""This doesn't represent all Muslims, but, sorry, it does represent the official Islamic school of a certain key Arab state. #CharlieHebdo"""
"""fake"",""RIP #CharlieHebdo jihadist terrorist victims.This is why I'd tweeted it was so important for Muslims to openly *not* be offended by cartoons"""
"""fake"",""""I do not agree with what you have to say, but I'll defend to the death your right to say it."" -Voltaire #FreeSpeech  #JeSuisCharlie"""
"""fake"",""Deeply disturbed and saddened by yet another Islamist massacre. Shame on religion.  #CharlieHebdo #ParisShooting . http://t.co/H6yPad7bWD"""
"""fake"",""Single finger raised by #CharlieHebdo gunman looks like what ISIS fighters often do in battle. http://t.co/6GmumrBndC CC @EliotHiggins"""
"""fake"",""You can kill journalists, cartoonists. You can't kill the freedom of the press. You have only made their message stronger. #JeSuisCharlie"""
"""fake"",""Charlie Hebdo attack: what we know so far  – live updates http://t.co/FzR7qMoeKB @claire_phipps http://t.co/YDuMHPAHrt"""
"""fake"",""We can never allow the barbaric savagery of islamic extremism to defeat our right to free speech. #CharlieHebdo http://t.co/YmQqlYNbnx"""
"""fake"",""A terrorist might appear from among Muslims, but then he loses the qualities that make him Muslim. *** #CharlieHebdo http://t.co/YFQh8QmShP"""
"""fake"",""Instead of focusing on the recent dead in Paris, we should keep in mind that Islamists have committed 24,784 deadly attacks since 9/11."""
"""fake"",""You can twist and turn it as you like: Publishing cartoons is not a crime. Using them as an excuse for religious fascism is. #CharlieHebdo"""
"""fake"",""Third thought: defending the rights that Charlie Hebdo defended means defending free speech, not attacking Muslims."""
"""fake"",""BBC reporter noting that Charlie Hebdo also mocks Christians, Jews and atheists. Oddly, though, those groups don't seem to bomb them."""
"""fake"",""My family is French. My family is Muslim. I am a journalist. We are grieving. #CharlieHebdo"""
"""fake"",""Press ""must stand together to send the message that murderous attempts to silence us will not stand"" #CharlieHebdo http://t.co/aiF9kVv9hw"""
"""fake"",""Simply put by our French colleagues in solidarity with the journalists of #CharlieHebdo http://t.co/mXwAsi2N4S"""
"""fake"",""Let there be more, not less.  #CharlieHebdo http://t.co/Ut4yuxi30O"""
"""fake"",""Real Muslims have never seen, and cannot see #terrorism as a way for solving their problems.*** #CharlieHebdo http://t.co/sdJvdNxAGM"""
"""fake"",""#CHARLIEHEBDO SHOOTING: Gunmen still at large, manhunt underway - LIVE UPDATES http://t.co/3Jsosc7yl3 http://t.co/LzCuCBqQP8"""
"""fake"",""Our statement on the Charlie Hebdo attack: defend freedom of speech, resist hatred. https://t.co/1Ok61nfRwj"""
"""fake"",""How the terrorists win: @Telegraph is now blurring the cover Mohammed cartoon of #CharlieHebdo in its reporting http://t.co/DffGzIrQZI"""
"""fake"",""Freedom of expression is non-negotiable - http://t.co/c8Fm7F6c1k via @IndexCensorship #jesuischarlie"""
"""fake"",""When free speach die, we die. All thoughts to #CharlieHebdo who on this issue wrote ""Love is stronger than hate"" http://t.co/IizcmJJVOD"""
